movie,chapter,character,dialog,part,dialog_len
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,"Fawkes, we will need a warning.",5,6
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,"Minerva, the rest of the Weasleys will need to be awoken.",5,11
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,"Phineas, I need you to visit your other portrait. Tell Sirius what happened and that we are coming to stay for a while.",5,23
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"As you are well aware, I will be teaching you Occlumency. The headmaster feels you should learn this form of magic to defend yourself against the Dark Lord, who is skilled at Legilimency.",5,33
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Legilimency is the ability to extract thoughts and feelings from others.,5,11
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"As usual, you have all the subtlety of a stone wall, Potter.",5,12
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"The mind is not a book, of which any page can be examined. The mind is complex and multi-layered.",5,19
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,So he could read our minds right now?,5,8
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,"But hasn't it helped so far? I mean, it saved Mr. Weasley's life, didn't it?",5,15
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"Yes, it did, but at the expense of our advantage. The connection between you was so powerful during your vision of the snake that the Dark Lord became aware of it. The Headmaster fears that he may try to use this to his advantage, to manipulate you through false visions.",5,50
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,You may use any spell you can think of to try and repel me.,5,14
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,What are you going to do?,5,6
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,I am going to break into your mind.,5,8
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"Well, you stopped me eventually. Ideally, you should repel me with your mind.",5,13
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"Clear your mind, Potter. Abandon",5,5
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,"What's in the Department of Mysteries, sir?",5,7
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,"That corridor, I've been dreaming about it for months...it leads to the Department of Mysteries, I'm sure of it.",5,19
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,"There are many things in the Department of Mysteries, Potter, none of which concern you.",5,15
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,I can do whatever I wish!,5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Now remove yourself from this castle!,5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"I have the authority, Headmaster!",5,5
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Oh, I agree with you, Professor Umbridge. You do have the power to dismiss my teachers. However...",5,17
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,-..-You cannot send them from this,5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,And what of her quarters when I appoint a new teacher.,5,11
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Happily, that will not be necessary. I have found a successor",5,11
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,...the Ministry can only appoint new teachers if I cannot find one. I think you will find him suitable enough.,5,20
Harry Potter and the Order of the Phoenix,Unquiet Escape,Ron Weasley,So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?,5,14
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,That's got to be what Surgis Podmore was doing in the Ministry when he was arrested.,5,16
Harry Potter and the Order of the Phoenix,Unquiet Escape,Harry Potter,"Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!",5,18
Harry Potter and the Order of the Phoenix,Unquiet Escape,Ron Weasley,But why the Department of Mysteries?,5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,"It makes perfect sense, Ron. It's got to be something the Ministry's been developing. Something top secret.",5,17
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,Look at this. There's been a mass escape from Azkaban.,5,10
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Since I had received information some time ago that Potter and a number of other students had met in the Hog's Head to start an illegal group--,5,27
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"I'm not sure that's true, Professor.",5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"In point of fact, when young Potter met those students it was not illegal.",5,14
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"But two days later, Educational Decree Twenty-Four was introduced.",5,9
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?",5,20
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,I have a witness right here!,5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Correct again. I must confess that I was, however, under the impression that this young girl only told you a meeting was going on tonight.",5,25
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"Let's ask her, shall we?",5,5
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,You can shake your head for an,5,7
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"What do you mean by shaking your head, girl?",5,9
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,But what about Potter? He was the,5,7
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"Why are you shaking your head, girl?",5,7
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Again, I cannot have you manhandling my students, Professor Umbridge.",5,10
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"My apologies, Headmaster. I forgot myself.",5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,"Well, what about the meeting tonight?",5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,"So, Dumbledore, you've been behind this whole thing.",5,8
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Well, Minister. You've caught me.",5,5
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,This has all been your doing! You've been recruiting students for your army!,5,13
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,I knew it! I KNEW it! You've been plotting against me all this time!,5,14
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,This is too good to be true!,5,7
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,"Yes, shut up, Potter. So, you'll be coming with us to the Ministry--",5,13
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Ah, yes. I was wondering when we'd hit that little snag.",5,11
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,"I see no snag, Dumbledore.",5,5
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,But I do. You seem to be laboring under the delusion that I would 'come quietly.',5,16
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,"Resisting arrest, now are you, Dumbledore?",5,6
Harry Potter and the Order of the Phoenix,Unquiet Escape,Cornelius Fudge,"You would really take on two Aurors, Dolores, and myself, Dumbledore?",5,11
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Naturally. All of you did rather well on your spellwork at this school, but if you attempt to take me in by force, I'm afraid I shall have to hurt you.",5,31
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,I'm not going into hiding. Fudge will soon regret removing me from Hogwarts.,5,13
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"It's fine. Now listen to me, Harry. Keep studying Occlumency! Do everything Professor Snape tells you.",5,16
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,"Close your mind! You will understand, in time. Fudge is stirring.",5,11
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Lay back down. They must not think we have had time to talk.,5,13
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"""By Order of the Ministry of Magic: Dolores Jane Umbridge will replace Albus Dumbledore as Head of Hogwarts School of Witchcraft and Wizardry.""",5,23
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"My first act as your new Headmistress is to form an Inquisitional Squad, lead by Draco Malfoy. They will report directly to me about the goings on in the halls of this school.",5,33
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,"Furthermore, our good caretaker, Mr. Filch has requested we reinstate the 'old punishments.' I have decided that there is no reason we shouldn't.",5,23
Harry Potter and the Order of the Phoenix,Grawp,Harry Potter,Are you sure you can't? Hagrid said it was important.,5,10
Harry Potter and the Order of the Phoenix,Grawp,Ron Weasley,"No way. Quidditch practice. If I don't show up, Angelina'll go mad.",5,12
Harry Potter and the Order of the Phoenix,Grawp,Hermione Granger,Hagrid...we've been walking for a good hour.,5,7
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Its jus' up ahead, here.",5,5
Harry Potter and the Order of the Phoenix,Grawp,Harry Potter,"Could you tell us what it is, Hagrid, please?",5,9
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"All righ'. Well, I'm showin' yeh this, because tha' Umbridge woman put me on probation. I can' last much longer afore I get sacked like Trelawney.",5,26
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Okay, real quiet like from here on.",5,7
Harry Potter and the Order of the Phoenix,Grawp,Hermione Granger,"Hagrid, I thought none of them wanted to come!",5,9
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"None o' them did, Hermione! I didn' have much ruddy choice inna matter! I couldn' leave 'im!",5,17
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Well, half-brother anyway. Me mum had 'im afore she died.",5,10
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,Here. I'll introduce yeh to Grawp!,5,6
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Look wha' I brough' yeh, Grawpy! Two new friends an' all. We 'ave Harry Potter here, see? An' over here is Hermy.",5,22
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"We don' attack our friends, Grawpy!",5,6
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"See, he don' know any better.",5,6
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Anyway, all yeh need teh do is go an' talk to 'im. Give 'ima bit o' company.",5,17
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,S'not up to you who comes and goes in this forest.,5,11
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Stopped yeh from committin' murder, yeh mean!",5,7
Harry Potter and the Order of the Phoenix,Grawp,Rubeus Hagrid,"Well, you'll tolerate 'im as long as he's here!",5,9
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Severus Snape,"Have you been practicing, Potter?",5,5
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Severus Snape,"Well, we shall see, won't we?",5,6
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Sirius Black,I'm bored. Wish it was full moon.,5,7
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Remus Lupin,Easy for you to say.,5,5
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Lily Potter,"Leave him alone, James Potter!",5,5
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Lily Potter,What has he done to you?,5,6
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Lily Potter,I wouldn't go out with you if it were a choice between you and the giant squid! Now let him down.,5,21
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Lily Potter,"I said, leave him alone!",5,5
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Severus Snape,I don't need help from a mud-blood like her!,5,9
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Lily Potter,"Don't make him apologize. Honestly, you're as bad as he is!",5,11
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Lily Potter,"You make me sick, Potter.",5,5
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Severus Snape,You will repeat what you saw to no,5,8
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Severus Snape,"You had better not, Potter, or you will experience a pain so horrible you will wish you had never been born!",5,21
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,Severus Snape,Now get out of my sight! Do not set foot in this office ever again!,5,15
Harry Potter and the Order of the Phoenix,Out of the Fire,Voldemort,"Can you reach it? Can you take it for me, Black?",5,11
Harry Potter and the Order of the Phoenix,Out of the Fire,Voldemort,"Oh, you will die. Eventually. But there are hours, even days of pain awaiting you before then.",5,17
Harry Potter and the Order of the Phoenix,Out of the Fire,Voldemort,"I'm going to enjoy this, Black. I have you, and soon I shall have the weapon. And then not even your pathetic Order can stand in my way! Voldemort laughs, a horrible spine-chilling laugh.",5,34
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,"No--no, I've done all I can.",5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,Voldemort! He's got Sirius! In the Department of Mysteries!,5,9
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,How're we going to get there?,5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Ron Weasley,To the Department of Mysteries?,5,5
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,We've got to do something!,5,5
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,"How'd Voldemort get into the Ministry of Magic without being seen? I mean, he and Sirius are the two most wanted wizards in the world...",5,25
Harry Potter and the Order of the Phoenix,Out of the Fire,Ron Weasley,Yeah. They can't just waltz into the Ministry of Magic!,5,10
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,"It just seems so unlikely, Harry!",5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,I won't let Sirius die!,5,5
Harry Potter and the Order of the Phoenix,Out of the Fire,Ginny Weasley,We heard Harry yelling. What's up?,5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,Voldemort's broken into the Department of Mysteries. He's got Sirius there!,5,11
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,"Think, Harry! Voldemort knows you! He knows you'd rush off to save Sirius.",5,13
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,"There isn't anyone else, Hermione! Everyone from the Order is gone!",5,11
Harry Potter and the Order of the Phoenix,Out of the Fire,Ginny Weasley,Anything we can do to help?,5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,"Before we do anything, we need to establish that Sirius really isn't at Headquarters. Which means we'll need to break into Umbridge's office.",5,23
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,Just give us a few seconds.,5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,"Mind you, it's got to be really good!",5,8
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,It's been too quiet around here,5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,George Weasley,Time we did some real damage to this place.,5,9
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,We'll also need to keep everyone away from her office.,5,10
Harry Potter and the Order of the Phoenix,Out of the Fire,Ginny Weasley,We can do that! Me and Luna'll guard the hallway.,5,10
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,We'll probably only manage five minutes or so.,5,8
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,"Right. You've got ten minutes to get to Umbridge's office. And whatever you do, stay away from the Astronomy Tower for the next couple of hours.",5,26
Harry Potter and the Order of the Phoenix,Out of the Fire,George Weasley,"Unless they spread, in which case, I'd get out of the castle for a while.",5,15
Harry Potter and the Order of the Phoenix,Out of the Fire,Hermione Granger,"Break out your Invisibility Cloak, Harry.",5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Argus Filch,Professor! It's those Weasley twins! They've set something off in the Astronomy Tower!,5,13
Harry Potter and the Order of the Phoenix,Out of the Fire,Dolores Umbridge,Ready to try out the old punishments again?,5,8
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,"Thank you for playing, one and all.",5,7
Harry Potter and the Order of the Phoenix,Out of the Fire,George Weasley,"And now, we've got to go!",5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Kreacher,What's this? The Potter boy in the fire...,5,8
Harry Potter and the Order of the Phoenix,Out of the Fire,Dolores Umbridge,"So, turning a hallway into a swamp is funny, is it?",5,11
Harry Potter and the Order of the Phoenix,Out of the Fire,Dolores Umbridge,"Well, now you're going to learn what happens to wrongdoers in my school.",5,13
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,This was never your school! Hogwarts is Dumbledore's school!,5,9
Harry Potter and the Order of the Phoenix,Out of the Fire,Dolores Umbridge,"Well, now you're going to get your",5,7
Harry Potter and the Order of the Phoenix,Out of the Fire,George Weasley,"You know, I don't think we are.",5,7
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,"George, I think we've outgrown full- time education. Wouldn't you agree?",5,11
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,Time to enter the real world?,5,6
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,We won't be seeing you.,5,5
Harry Potter and the Order of the Phoenix,Out of the Fire,Fred Weasley,Be sure to visit us at our new premises on Diagon Alley!,5,12
Harry Potter and the Order of the Phoenix,Out of the Fire,Harry Potter,"You know where he is, don't you?",5,7
Harry Potter and the Order of the Phoenix,Out of the Fire,Kreacher,Master does not tell Kreacher where he goes.,5,8
Harry Potter and the Order of the Phoenix,Out of the Fire,Kreacher,Master will never return from the Department of Mysteries!,5,9
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,You think you could simply walk into my office without me knowing about it? Foolish boy!,5,16
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,Who were you trying to contact?,5,6
Harry Potter and the Order of the Phoenix,Fight and Flight,Harry Potter,It's none of your business.,5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,"Draco, would you fetch Professor Snape, please?",5,7
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,"Very well, Potter. I have been patient enough with you.",5,10
Harry Potter and the Order of the Phoenix,Fight and Flight,Severus Snape,You wished to see me?,5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,I have just caught Potter trying to communicate with someone in my fire. I need some Veritaserum. Truth syrum.,5,19
Harry Potter and the Order of the Phoenix,Fight and Flight,Severus Snape,"Well, it appears that I cannot help you. I have none.",5,11
Harry Potter and the Order of the Phoenix,Fight and Flight,Harry Potter,He's got Padfoot at the place it's hidden!,5,8
Harry Potter and the Order of the Phoenix,Fight and Flight,Severus Snape,"Potter, if I want nonsense shouted at me, I shall inform you. He sweeps from the office. Umbridge is enraged.",5,20
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,"We've played nicely, Potter. You",5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,You could have saved me a lot of trouble if those Dementors I sent to your house had finished you off!,5,21
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,Of course I did! Someone had to act!,5,8
Harry Potter and the Order of the Phoenix,Fight and Flight,Hermione Granger,"We have to tell her, Harry...",5,6
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,"Shut up, Potter! Now talk, you silly girl! Who were you talking to?",5,13
Harry Potter and the Order of the Phoenix,Fight and Flight,Hermione Granger,We were trying to find Professor Dumbledore. We had to tell him...,5,12
Harry Potter and the Order of the Phoenix,Fight and Flight,Hermione Granger,That it's ready. The weapon.,5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,You and Mr. Potter will take me to it.,5,9
Harry Potter and the Order of the Phoenix,Fight and Flight,Hermione Granger,"Oh, yes. It's very well hidden.",5,6
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,Your forest? This forest belongs to the Ministry of Magic!,5,10
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,You cannot attack me! Any attack on a wizard by a half-breed--,5,12
Harry Potter and the Order of the Phoenix,Fight and Flight,Dolores Umbridge,Ingrates! Animals! Filthy half- bloods!,5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Draco Malfoy,"God, I can't wait until all you Weasleys have been expelled. Your stench has been fouling this castle for too long.",5,21
Harry Potter and the Order of the Phoenix,Fight and Flight,Draco Malfoy,"That's for speaking to me. You know, you Weasleys are just as bad as Mudbloods!",5,15
Harry Potter and the Order of the Phoenix,Fight and Flight,Draco Malfoy,"You know, Weasley, it's really too bad Potter saved you from the Chamber of Secrets.",5,15
Harry Potter and the Order of the Phoenix,Fight and Flight,Hermione Granger,I thought it worked out rather nicely.,5,7
Harry Potter and the Order of the Phoenix,Fight and Flight,Ron Weasley,That's just what we were wondering.,5,6
Harry Potter and the Order of the Phoenix,Fight and Flight,Ron Weasley,"So, how do we get to the Ministry?",5,8
Harry Potter and the Order of the Phoenix,Fight and Flight,Hermione Granger,I'd imagine we should fly.,5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Luna Lovegood,There are other ways to fly.,5,6
Harry Potter and the Order of the Phoenix,Fight and Flight,Luna Lovegood,"I mean, they can fly, and they're",5,7
Harry Potter and the Order of the Phoenix,Fight and Flight,Luna Lovegood,"Yes, there is. They're Thestrals. You can't see them unless you've seen someone die.",5,14
Harry Potter and the Order of the Phoenix,Fight and Flight,Neville Longbottom,I can see them too.,5,5
Harry Potter and the Order of the Phoenix,Fight and Flight,Harry Potter,"All right, then. Get on one, and we'll be off.",5,10
Harry Potter and the Order of the Phoenix,Fight and Flight,Ron Weasley,And what about those of us who can't see them? Luna comes over to them.,5,15
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Ginny Weasley,The Ministry closed a half-hour ago. I expect they all went home.,5,12
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,That's how Voldemort got in unnoticed.,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,This is it. Come on.,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"I don't understand. In my dream,",5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Hermione Granger,"Well, let's try a few.",5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,Yeah. I'll know the way when I see it.,5,9
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Hermione Granger,"There's no one here, Harry. This isn't the right room.",5,10
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,Does anyone else hear that?,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Luna Lovegood,I do. It's coming from the Veil.,5,7
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Luna Lovegood,There are people in there!,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Ron Weasley,"What do you mean, people?",5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Hermione Granger,"Harry, I think we should leave.",5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"Whatever's in there, the Ministry sure doesn't want anyone getting to it.",5,12
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,This is it! Come on!,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,This is it. This is where Sirius is!,5,8
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Hermione Granger,I don't think Sirius is here.,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Ron Weasley,"Harry, have you seen this?",5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Ron Weasley,Er...it's got your name on it.,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,What's my name doing here?,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,It's got my name on it!,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"I warned you before that one day you would come to a sticky end, Potter.",5,15
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"We don't have him, if that's what you mean. Harry is stunned.",5,12
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"The Dark Lord knows your weakness for heroics, Potter. All it took was a little nudge to get you here.",5,20
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,Now give me that prophesy.,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,That prophesy. Now hand it over or we'll have to use wands on you.,5,14
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"Very brave of you, Potter. Or are you foolish?",5,9
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"Really, Potter. You expect to defeat all of us with your little school friends? Now hand it over, and they won't have to die here.",5,25
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Bellatrix Lestrange,I haven't escaped from Azkaban for this!,5,7
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,No! If the prophesy is smashed--,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Bellatrix Lestrange,Take the youngest girl. We'll see how committed Potter is as we torture her.,5,14
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,You even try to take her and I'll smash this thing.,5,11
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"So, what kind of prophesy are we talking about here?",5,10
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,Not really. How come Voldemort wants it?,5,7
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,You dare to speak the Dark Lord's name?,5,8
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Bellatrix Lestrange,Silence! How dare you utter that name from your half—-blood mouth!,5,11
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"Hey, did you know Voldemort's a half-blood too?",5,8
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,What's so special about this,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,You mean Dumbledore never told you the reason you bear that scar was hidden here?,5,15
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,So that's what took you so long. We wondered.,5,9
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"Only a person for whom the prophesy was made can remove it from its self, Potter, and the Dark Lord certainly couldn't get it himself.",5,25
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"So he used me to do his dirty work, did he?",5,11
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Hermione Granger,"Harry, they went the wrong way!",5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"Please don't be dead, please don't be dead... He shakes her.",5,11
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Neville Longbottom,What's they do to her?,5,5
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Neville Longbottom,"She's alive, Harry. There's a pulse.",5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Neville Longbottom,I'll do it. You're better at fighting.,5,7
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Ginny Weasley,I think my ankle's broken. And somebody hit Ron with a weird spell...,5,13
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Luna Lovegood,They hit her with something too.,5,6
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Harry Potter,"We need to get out of here. Luna, can you help Ginny?",5,12
Harry Potter and the Order of the Phoenix,The Department of Mysteries,Lucius Malfoy,"Your race is run, Potter. Hand it over.",5,8
